,Files,Target
249,VAC1066795_1.txt,1
250,VAC1023370_1.txt,0
251,VAC1002291_1.txt,1
252,VAC1073460_1.txt,1
253,VAC1009009_1.txt,0
254,VAC0972896_1.txt,0
255,VAC0968955_1.txt,0
256,VAC1017494_1.txt,0
257,VAC0946279_1.txt,0
258,VAC1036852_1.txt,0
259,VAC1066227_1.txt,0
260,VAC0958489_1.txt,0
261,VAC0969914_1.txt,0
262,VAC1080217_1.txt,0
263,VAC0991165_2.txt,0
264,VAC0964303_1.txt,0
265,VAC1011491_1.txt,1
266,VAC1089264_1.txt,1
267,VAC0949954_1.txt,0
268,VAC0998087_1.txt,0
269,VAC1068368_1.txt,1
270,VAC0990046_1.txt,1
271,VAC0950567_1.txt,1
272,VAC1009636_1.txt,0
273,VAC0959675_1.txt,1
274,VAC0956755_1.txt,0
275,VAC1077582_1.txt,0
276,VAC0955431_1.txt,0
277,VAC0944366_1.txt,0
278,VAC1008043_1.txt,1
279,VAC0952311_1.txt,0
280,VAC1042766_1.txt,0
281,VAC0974456_1.txt,0
282,VAC1005524_1.txt,0
283,VAC0980802_1.txt,0
284,VAC1001286_1.txt,0
285,VAC1010150_1.txt,0
286,VAC1059928_1.txt,0
287,VAC0985636_2.txt,1
288,VAC0963455_1.txt,0
289,VAC1014027_1.txt,1
290,VAC1033107_1.txt,0
291,VAC0969210_1.txt,0
292,VAC1071086_1.txt,1
293,VAC1052019_1.txt,0
294,VAC0983510_1.txt,0
295,VAC1020971_1.txt,0
296,VAC0975007_1.txt,1
297,VAC0991044_1.txt,1
298,VAC0950884_2.txt,1
299,VAC1034367_1.txt,1
300,VAC0992304_1.txt,0
301,VAC1022965_1.txt,1
302,VAC1001343_1.txt,1
303,VAC1005475_1.txt,0
304,VAC0993648_1.txt,0
305,VAC1033854_1.txt,1
306,VAC0962893_1.txt,1
307,VAC1002078_1.txt,1
308,VAC0968521_1.txt,0
309,VAC0964143_1.txt,0
310,VAC1011309_1.txt,0
311,VAC1043261_1.txt,0
312,VAC1034629_1.txt,0
313,VAC0985360_1.txt,1
314,VAC0984038_1.txt,0
315,VAC0963422_1.txt,1
316,VAC1013961_1.txt,0
317,VAC1022952_1.txt,0
318,VAC1069427_1.txt,0
319,VAC0976302_1.txt,0
320,VAC0971511_1.txt,0
321,VAC1053677_1.txt,0
322,VAC1028109_1.txt,0
323,VAC0967235_1.txt,0
324,VAC0965982_1.txt,1
325,VAC0945238_1.txt,0
326,VAC1025815_1.txt,0
327,VAC1009852_1.txt,1
328,VAC0953280_1.txt,0
329,VAC1013638_1.txt,0
330,VAC0982556_1.txt,0
331,VAC1016557_1.txt,0
332,VAC1042952_1.txt,1
333,VAC0962598_1.txt,0
334,VAC0972685_1.txt,0
335,VAC1033784_2.txt,0
336,VAC0992148_1.txt,1
337,VAC0998188_1.txt,0
338,VAC1019691_1.txt,0
339,VAC1014179_1.txt,1
340,VAC1040853_2.txt,1
341,VAC0954325_1.txt,1
342,VAC0949783_1.txt,0
343,VAC0944749_1.txt,0
344,VAC0950176_1.txt,0
345,VAC0946544_1.txt,0
346,VAC1022951_1.txt,1
347,VAC0972328_1.txt,0
348,VAC0944162_1.txt,0
349,VAC1035716_1.txt,1
350,VAC1046886_1.txt,1
351,VAC0959215_2.txt,0
352,VAC0968004_1.txt,1
353,VAC1051969_1.txt,0
354,VAC0973519_1.txt,0
355,VAC1061340_1.txt,0
356,VAC1064607_1.txt,1
357,VAC0968151_1.txt,0
358,VAC1017736_1.txt,1
359,VAC0987546_1.txt,1
360,VAC1038511_1.txt,1
361,VAC1060053_1.txt,0
362,VAC0979187_1.txt,0
363,VAC1032248_1.txt,0
364,VAC0945402_1.txt,1
365,VAC0989443_1.txt,0
366,VAC1028118_1.txt,0
367,VAC1006989_1.txt,0
368,VAC1031257_1.txt,0
369,VAC1070540_1.txt,1
370,VAC0982379_1.txt,0
371,VAC1028255_1.txt,0
372,VAC0952597_1.txt,1
373,VAC1018802_1.txt,1
374,VAC0974545_1.txt,0
375,VAC1069756_2.txt,0
376,VAC0948162_1.txt,0
377,VAC0985706_1.txt,0
378,VAC0997473_1.txt,0
379,VAC0981720_1.txt,0
380,VAC0955972_1.txt,0
381,VAC0970076_1.txt,0
382,VAC0956806_1.txt,0
383,VAC1062093_1.txt,0
384,VAC1008653_1.txt,1
385,VAC0994102_1.txt,0
386,VAC1085946_1.txt,1
387,VAC1083897_1.txt,0
388,VAC1000608_1.txt,1
389,VAC1042730_1.txt,1
390,VAC0983218_1.txt,1
391,VAC1058148_1.txt,0
392,VAC0989899_1.txt,0
393,VAC0947973_1.txt,0
394,VAC0951427_1.txt,0
395,VAC0984034_1.txt,0
396,VAC1022507_1.txt,0
397,VAC1100135_1.txt,0
398,VAC0946892_1.txt,1
399,VAC1080985_1.txt,0
400,VAC1077345_1.txt,0
401,VAC1029676_1.txt,0
402,VAC0999028_1.txt,1
403,VAC1067040_1.txt,0
404,VAC0953630_1.txt,1
405,VAC0963907_1.txt,0
406,VAC0967568_1.txt,0
407,VAC1076186_1.txt,0
408,VAC0992847_1.txt,1
409,VAC1013824_1.txt,1
410,VAC0968109_1.txt,0
411,VAC0970724_2.txt,0
412,VAC0982589_1.txt,0
413,VAC0973378_1.txt,0
414,VAC0979473_1.txt,0
415,VAC1008627_1.txt,0
416,VAC0996840_1.txt,0
417,VAC0998039_1.txt,0
418,VAC1065531_1.txt,0
419,VAC0968755_3.txt,1
420,VAC0964541_1.txt,0
421,VAC1046036_1.txt,0
422,VAC0980299_1.txt,0
423,VAC0997389_3.txt,1
424,VAC0952827_1.txt,1
425,VAC0944861_1.txt,0
426,VAC0964896_1.txt,0
427,VAC0985890_1.txt,0
428,VAC0968491_1.txt,1
429,VAC1005783_2.txt,0
430,VAC0955114_1.txt,0
431,VAC0966456_2.txt,0
432,VAC0960690_1.txt,0
433,VAC0960943_1.txt,0
434,VAC0976804_1.txt,0
435,VAC1077286_1.txt,0
436,VAC1012689_1.txt,0
437,VAC0970702_1.txt,0
438,VAC0989934_1.txt,0
439,VAC0985810_1.txt,0
440,VAC0945433_1.txt,0
441,VAC0950596_1.txt,0
442,VAC0981042_1.txt,0
443,VAC0970826_2.txt,0
444,VAC1003103_1.txt,0
445,VAC1009578_1.txt,0
446,VAC0954466_1.txt,0
447,VAC1101041_1.txt,0
448,VAC1054688_1.txt,1
449,VAC1035806_1.txt,0
450,VAC0953394_1.txt,0
451,VAC0997825_1.txt,1
452,VAC0979341_1.txt,0
453,VAC1086473_2.txt,1
454,VAC0965492_1.txt,1
455,VAC1002571_1.txt,0
456,VAC0953472_1.txt,1
457,VAC1023751_1.txt,1
458,VAC0970814_1.txt,0
459,VAC0947260_1.txt,0
460,VAC0965660_1.txt,0
461,VAC0974610_1.txt,0
462,VAC0967627_1.txt,1
463,VAC0983460_1.txt,0
464,VAC0953907_1.txt,0
465,VAC1053654_1.txt,0
466,VAC0944701_1.txt,0
467,VAC1036945_2.txt,0
468,VAC0993121_1.txt,1
469,VAC1026700_1.txt,0
470,VAC1040294_1.txt,0
471,VAC1013520_1.txt,0
472,VAC0990400_1.txt,1
473,VAC0948824_1.txt,1
474,VAC1033205_1.txt,0
475,VAC0968249_1.txt,0
476,VAC1014513_1.txt,0
477,VAC0986329_1.txt,0
478,VAC1039503_1.txt,0
479,VAC1057709_1.txt,0
480,VAC0959385_2.txt,0
481,VAC0973845_1.txt,0
482,VAC0977050_1.txt,0
483,VAC1050067_1.txt,1
484,VAC1000435_2.txt,1
485,VAC0968188_1.txt,1
486,VAC1025382_1.txt,0
487,VAC0994788_1.txt,0
488,VAC0968565_1.txt,0
489,VAC0995459_1.txt,1
490,VAC0989942_1.txt,0
491,VAC0960478_1.txt,0
492,VAC0952374_1.txt,0
493,VAC0953281_1.txt,0
494,VAC1099940_1.txt,0
495,VAC0992277_1.txt,0
496,VAC0983331_1.txt,0
497,VAC0995284_1.txt,1
498,VAC1066707_1.txt,1
499,VAC1019483_1.txt,0
500,VAC0967897_2.txt,0
501,VAC0987983_1.txt,1
502,VAC0976042_1.txt,1
503,VAC0956663_1.txt,0
504,VAC0996220_1.txt,0
505,VAC1003787_1.txt,0
506,VAC0981121_1.txt,0
507,VAC1052943_2.txt,0
508,VAC0983006_1.txt,1
509,VAC0951634_1.txt,1
510,VAC1020074_1.txt,0
511,VAC0964289_1.txt,1
512,VAC0964573_1.txt,0
513,VAC0966903_1.txt,0
514,VAC1015761_1.txt,0
515,VAC1008473_2.txt,0
516,VAC1078109_1.txt,0
517,VAC1028947_1.txt,0
518,VAC0956353_1.txt,0
519,VAC0969343_1.txt,1
520,VAC0948198_1.txt,1
521,VAC1094276_1.txt,0
522,VAC1013473_1.txt,0
523,VAC0987191_2.txt,0
524,VAC0965935_1.txt,0
525,VAC1070524_1.txt,0
526,VAC1017652_1.txt,0
527,VAC0963108_1.txt,0
528,VAC0948223_1.txt,1
529,VAC0956778_1.txt,0
530,VAC0992488_1.txt,0
531,VAC0984923_1.txt,0
532,VAC0953367_1.txt,1
533,VAC0951001_1.txt,0
534,VAC0976920_2.txt,0
535,VAC0995453_2.txt,1
536,VAC0960931_1.txt,0
537,VAC1022022_1.txt,0
538,VAC0989087_1.txt,0
539,VAC0953214_1.txt,1
540,VAC0964751_1.txt,0
541,VAC0997584_1.txt,0
542,VAC1029707_1.txt,1
543,VAC0966698_1.txt,0
544,VAC0961636_1.txt,0
545,VAC0962088_1.txt,0
546,VAC1004834_2.txt,1
547,VAC1032648_1.txt,0
548,VAC0945013_1.txt,0
549,VAC1024626_1.txt,0
550,VAC0976251_1.txt,0
551,VAC0998770_1.txt,0
552,VAC0982140_1.txt,0
553,VAC1027796_1.txt,1
554,VAC0993066_1.txt,0
555,VAC0965770_1.txt,0
556,VAC1021387_1.txt,1
557,VAC1023472_1.txt,1
558,VAC0959853_1.txt,0
559,VAC1025637_1.txt,0
560,VAC1001907_1.txt,0
561,VAC0956855_1.txt,0
562,VAC1063889_1.txt,1
563,VAC1015536_1.txt,0
564,VAC1010865_1.txt,0
565,VAC0966866_1.txt,0
566,VAC0961837_1.txt,1
567,VAC0961510_1.txt,0
568,VAC1025100_1.txt,0
569,VAC1068885_1.txt,0
570,VAC0987912_1.txt,1
571,VAC0962622_1.txt,0
572,VAC0956035_1.txt,0
573,VAC0970313_1.txt,0
574,VAC0966317_1.txt,0
575,VAC1005653_2.txt,0
576,VAC0975479_1.txt,0
577,VAC0976250_1.txt,0
578,VAC0997981_1.txt,0
579,VAC0965720_1.txt,0
580,VAC1048612_2.txt,0
581,VAC1017713_1.txt,0
582,VAC1020474_1.txt,0
583,VAC0976410_2.txt,1
584,VAC1097811_1.txt,0
585,VAC0958180_1.txt,0
586,VAC0967259_1.txt,0
587,VAC0991222_1.txt,1
588,VAC1021359_1.txt,1
589,VAC1026962_1.txt,0
590,VAC0977026_1.txt,0
591,VAC0985666_1.txt,1
592,VAC0985689_1.txt,0
593,VAC0979964_1.txt,0
594,VAC0957223_1.txt,0
595,VAC0960122_1.txt,0
596,VAC1021522_1.txt,1
597,VAC1027161_1.txt,1
598,VAC1053279_1.txt,0
599,VAC0972296_1.txt,0
600,VAC0961611_1.txt,0
601,VAC0954919_1.txt,1
602,VAC0961796_1.txt,0
603,VAC0947830_2.txt,0
604,VAC0999114_1.txt,1
605,VAC1004109_1.txt,1
606,VAC0996565_1.txt,0
607,VAC1017063_1.txt,0
608,VAC1012934_1.txt,0
609,VAC1094398_1.txt,0
610,VAC0944419_1.txt,0
611,VAC0992333_1.txt,0
612,VAC0981979_1.txt,0
613,VAC1029216_1.txt,0
614,VAC0964256_1.txt,0
615,VAC1000214_1.txt,1
616,VAC0982460_1.txt,1
617,VAC0980386_1.txt,0
618,VAC1007760_1.txt,0
619,VAC1084587_2.txt,0
620,VAC1040083_1.txt,0
621,VAC0947444_1.txt,0
622,VAC0987206_1.txt,0
623,VAC0959803_1.txt,1
624,VAC1081181_1.txt,0
625,VAC1008171_1.txt,0
626,VAC1067883_1.txt,0
627,VAC0959459_1.txt,0
628,VAC1032494_2.txt,0
629,VAC0983443_2.txt,0
630,VAC1039424_1.txt,1
631,VAC1077138_2.txt,0
632,VAC0963601_1.txt,0
633,VAC0949391_1.txt,0
634,VAC0945686_1.txt,1
635,VAC1039324_1.txt,0
636,VAC1037297_1.txt,0
637,VAC1114633_1.txt,1
638,VAC1019165_1.txt,1
639,VAC0963191_1.txt,1
640,VAC1045815_1.txt,0
641,VAC0996617_1.txt,0
642,VAC1008144_1.txt,1
643,VAC1092188_1.txt,1
644,VAC0980982_1.txt,1
645,VAC0966310_1.txt,0
646,VAC0981448_1.txt,0
647,VAC0981067_1.txt,1
648,VAC0945555_1.txt,1
649,VAC0958052_2.txt,0
650,VAC0947893_1.txt,1
651,VAC0975282_1.txt,0
652,VAC1063335_1.txt,0
653,VAC1032982_1.txt,1
654,VAC0960250_1.txt,0
655,VAC1028338_1.txt,1
656,VAC0957379_1.txt,1
657,VAC0978577_1.txt,0
658,VAC1019682_1.txt,0
659,VAC1065478_1.txt,1
660,VAC0946336_1.txt,0
661,VAC0986526_1.txt,0
662,VAC0995939_1.txt,0
663,VAC1013621_1.txt,0
664,VAC0976493_1.txt,0
665,VAC0947789_1.txt,0
666,VAC1027811_1.txt,0
667,VAC0968181_1.txt,1
668,VAC1049534_1.txt,0
669,VAC0975838_2.txt,1
670,VAC1050716_1.txt,0
671,VAC1052933_1.txt,1
672,VAC1009465_1.txt,0
673,VAC1020183_1.txt,0
674,VAC1022851_1.txt,0
675,VAC1014923_1.txt,0
676,VAC0979495_1.txt,0
677,VAC0957111_1.txt,0
678,VAC1088744_1.txt,0
679,VAC0990378_1.txt,1
680,VAC0972946_1.txt,0
681,VAC0954020_1.txt,1
682,VAC0964106_1.txt,1
683,VAC1015033_1.txt,1
684,VAC0997877_1.txt,0
685,VAC0947073_1.txt,0
686,VAC0958189_1.txt,0
687,VAC0956340_1.txt,0
688,VAC0995511_1.txt,0
689,VAC1007297_1.txt,1
690,VAC1060751_1.txt,0
691,VAC1033904_1.txt,0
692,VAC1009006_1.txt,0
693,VAC0979054_1.txt,1
694,VAC1022061_1.txt,0
695,VAC0960743_1.txt,0
696,VAC1039965_1.txt,1
697,VAC0945342_1.txt,0
698,VAC0972662_1.txt,1
699,VAC0969890_1.txt,1
700,VAC0950590_1.txt,0
701,VAC0959120_1.txt,0
702,VAC0964963_1.txt,0
703,VAC1064307_1.txt,1
704,VAC0951105_1.txt,0
705,VAC0944582_1.txt,0
706,VAC0952220_1.txt,0
707,VAC0946764_1.txt,0
708,VAC0989054_1.txt,0
709,VAC1038284_1.txt,0
710,VAC0965058_1.txt,0
711,VAC0946294_1.txt,0
712,VAC1031971_1.txt,0
713,VAC0944006_1.txt,1
714,VAC0961124_2.txt,1
715,VAC0945801_1.txt,0
716,VAC1043787_1.txt,0
717,VAC1078505_1.txt,0
718,VAC0960976_1.txt,0
719,VAC0995795_1.txt,0
720,VAC0973577_2.txt,1
721,VAC0951250_1.txt,0
722,VAC0954709_1.txt,1
723,VAC1015581_1.txt,0
724,VAC0962144_1.txt,0
725,VAC0996062_1.txt,0
726,VAC1084946_1.txt,1
727,VAC0993428_1.txt,1
728,VAC1030727_1.txt,0
729,VAC0988344_1.txt,0
730,VAC0956484_1.txt,1
731,VAC0947634_1.txt,1
732,VAC0976714_1.txt,0
733,VAC0993515_1.txt,0
734,VAC1072992_2.txt,1
735,VAC0951913_2.txt,0
736,VAC0967646_1.txt,1
737,VAC1005517_1.txt,0
738,VAC1079287_1.txt,1
739,VAC0982497_1.txt,1
740,VAC1006530_1.txt,0
741,VAC1054059_1.txt,1
742,VAC0944266_1.txt,0
743,VAC0979377_1.txt,1
744,VAC0979100_1.txt,1
745,VAC1088653_2.txt,0
746,VAC1083310_1.txt,0
747,VAC1032074_1.txt,0
748,VAC0986726_1.txt,0
749,VAC0976382_1.txt,0
750,VAC0954921_1.txt,0
751,VAC0978796_1.txt,1
752,VAC0959218_1.txt,0
753,VAC1069963_1.txt,0
754,VAC1103440_1.txt,0
755,VAC1008179_1.txt,1
756,VAC1008863_1.txt,1
757,VAC0950818_1.txt,1
758,VAC1090648_1.txt,0
759,VAC1067130_1.txt,0
760,VAC0955987_1.txt,0
761,VAC0960426_1.txt,1
762,VAC0972682_1.txt,1
763,VAC0964933_1.txt,0
764,VAC1030881_2.txt,1
765,VAC1014909_1.txt,1
766,VAC0972425_1.txt,0
767,VAC1034344_1.txt,0
768,VAC0976447_1.txt,0
769,VAC0981383_1.txt,0
770,VAC1109191_1.txt,0
771,VAC0954198_1.txt,1
772,VAC0988863_1.txt,0
773,VAC0958885_1.txt,0
774,VAC1055602_1.txt,0
775,VAC0973372_1.txt,1
776,VAC1013910_1.txt,0
777,VAC0966521_1.txt,1
778,VAC1063834_1.txt,0
779,VAC0968234_1.txt,0
780,VAC1083823_1.txt,0
781,VAC0964952_1.txt,0
782,VAC0999269_1.txt,1
783,VAC0952260_1.txt,0
784,VAC0954066_1.txt,0
785,VAC1009488_1.txt,0
786,VAC1072405_1.txt,0
787,VAC1020224_1.txt,0
788,VAC0963634_1.txt,0
789,VAC0950612_1.txt,1
790,VAC1012064_1.txt,0
791,VAC0972733_1.txt,1
792,VAC0946700_1.txt,0
793,VAC0955082_1.txt,0
794,VAC0953914_1.txt,0
795,VAC1056309_1.txt,0
796,VAC0981999_1.txt,0
797,VAC0989096_1.txt,0
798,VAC1031889_1.txt,0
799,VAC1001461_1.txt,0
800,VAC0982103_1.txt,0
801,VAC1054483_1.txt,0
802,VAC1060263_1.txt,1
803,VAC0946444_1.txt,0
804,VAC0959906_1.txt,0
805,VAC0962667_1.txt,1
806,VAC0971717_1.txt,1
807,VAC0954644_1.txt,1
808,VAC1061736_1.txt,1
809,VAC0981055_1.txt,0
810,VAC0976404_1.txt,0
811,VAC1035616_1.txt,0
812,VAC1045033_1.txt,0
813,VAC0959166_1.txt,0
814,VAC1002001_1.txt,0
815,VAC0945721_1.txt,0
816,VAC1062463_1.txt,1
817,VAC1060859_1.txt,0
818,VAC0962634_1.txt,0
819,VAC0957263_1.txt,0
820,VAC1022358_1.txt,0
821,VAC0992776_2.txt,0
822,VAC0958415_1.txt,0
823,VAC1079572_1.txt,1
824,VAC1026452_1.txt,0
825,VAC1009470_1.txt,1
826,VAC1011319_1.txt,0
827,VAC0950080_1.txt,0
828,VAC1006879_1.txt,0
829,VAC1008012_1.txt,0
830,VAC1025389_1.txt,0
831,VAC1015291_1.txt,1
832,VAC0949026_1.txt,0
833,VAC1017716_1.txt,0
834,VAC1020702_1.txt,1
835,VAC0964201_1.txt,0
836,VAC0986733_1.txt,0
837,VAC0982655_1.txt,0
838,VAC1060867_1.txt,1
839,VAC0958653_1.txt,0
840,VAC0976408_1.txt,0
841,VAC1029338_1.txt,1
842,VAC0988321_1.txt,0
843,VAC0956830_1.txt,1
844,VAC0955026_1.txt,0
845,VAC0947543_1.txt,1
846,VAC1006462_1.txt,0
847,VAC0947196_1.txt,1
848,VAC1024313_1.txt,1
849,VAC0963538_1.txt,1
850,VAC0949426_1.txt,1
851,VAC1054608_1.txt,1
852,VAC1039117_1.txt,0
853,VAC1018775_1.txt,1
854,VAC1041520_1.txt,1
855,VAC0981388_1.txt,0
856,VAC1022494_2.txt,1
857,VAC1004588_1.txt,0
858,VAC1079048_1.txt,0
859,VAC1042655_1.txt,0
860,VAC1045056_1.txt,0
861,VAC1053377_1.txt,0
862,VAC0947440_2.txt,0
863,VAC0948217_1.txt,0
864,VAC1112791_1.txt,0
865,VAC0996776_1.txt,0
866,VAC1098356_1.txt,0
867,VAC1083703_1.txt,0
868,VAC1085002_1.txt,0
869,VAC1049598_1.txt,0
870,VAC0959352_1.txt,0
871,VAC0970247_1.txt,0
872,VAC0964998_1.txt,0
873,VAC0964682_1.txt,0
