id,File,Class,UF,Comarca,Date
106.0,VAC1034067_1.txt,0.0,são paulo,monte alto,2016-06-14
107.0,VAC0580558_1.txt,0.0,,,2013-03-07
108.0,VAC0921467_1.txt,1.0,,,2016-05-02
109.0,VAC0711971_1.txt,1.0,são paulo,santo andré,2014-02-02
110.0,VAC0818116_1.txt,1.0,são paulo,itápolis,2014-06-24
111.0,VAC0828040_1.txt,1.0,são paulo,barueri,2014-09-02
112.0,VAC0890509_1.txt,0.0,são paulo,presidente prudente,2014-10-08
113.0,VAC0655565_1.txt,0.0,,,
114.0,VAC0943814_1.txt,1.0,,,2015-06-29
115.0,VAC0852718_1.txt,0.0,,,2008-04-30
116.0,VAC0717958_1.txt,1.0,,,2014-03-25
117.0,VAC0859633_1.txt,0.0,maranhão,são joão dos patos,2014-06-30
118.0,VAC1034126_1.txt,0.0,tocantins,augustinópolis,
119.0,VAC1044503_1.txt,0.0,,,2017-03-03
120.0,VAC0946424_1.txt,1.0,paraná,londrina,2015-07-02
121.0,VAC0680049_1.txt,0.0,pernambuco,,
122.0,VAC0999396_1.txt,0.0,alagoas,,2016-01-27
123.0,VAC0931840_1.txt,0.0,são paulo,são josé do rio pardo,2015-03-30
124.0,VAC0691989_1.txt,1.0,são paulo,cruzeiro,2013-11-06
125.0,VAC0917934_1.txt,1.0,,,2016-01-14
126.0,VAC0933046_1.txt,0.0,paraná,curitiba,2015-11-24
,,,,,
128.0,VAC0850583_1.txt,1.0,,,
129.0,VAC0886065_1.txt,0.0,são paulo,ribeirão preto,2015-01-27
130.0,VAC0796573_1.txt,0.0,,,
131.0,VAC0911177_1.txt,0.0,paraná,toledo,2015-06-24
132.0,VAC0957269_2.txt,0.0,,,
133.0,VAC0902764_1.txt,1.0,minas gerais,leopoldina,
134.0,VAC0922077_1.txt,0.0,,,
135.0,VAC0944562_1.txt,0.0,,,
,,,,,
137.0,VAC0811569_2.txt,0.0,,,
138.0,VAC0911737_1.txt,0.0,bahia,salvador,2015-03-04
139.0,VAC1000807_1.txt,0.0,paraná,londrina,2016-02-22
140.0,VAC0673308_1.txt,0.0,são paulo,são josé do rio preto,2016-05-20
141.0,VAC1088398_1.txt,1.0,rio grande do sul,porto alegre,2017-04-17
142.0,VAC0784538_2.txt,0.0,paraná,curitiba,
143.0,VAC0411579_1.txt,0.0,,,
144.0,VAC0062597_1.txt,0.0,,,
145.0,VAC0600599_1.txt,0.0,paraná,francisco beltrão,2014-09-23
146.0,VAC0690583_1.txt,0.0,espírito santo,,2011-09-02
147.0,VAC0906683_1.txt,1.0,,,
148.0,VAC0669935_1.txt,0.0,paraná,barracão,2010-10-29
149.0,VAC1020034_1.txt,1.0,,,2016-05-18
150.0,VAC1080985_1.txt,0.0,,,
151.0,VAC0715179_1.txt,0.0,paraná,telêmaco borba,2015-07-15
152.0,VAC0911385_1.txt,0.0,são paulo,,2015-06-18
153.0,VAC1030035_1.txt,0.0,rio de janeiro,,
154.0,VAC1057950_1.txt,0.0,minas gerais,belo horizonte,2017-01-23
155.0,VAC0800447_1.txt,0.0,santa catarina,joinville,2014-09-19
156.0,VAC0929749_1.txt,1.0,rio de janeiro,,
157.0,VAC0998434_1.txt,0.0,são paulo,ribeirão preto,2016-03-01
158.0,VAC0845387_1.txt,0.0,rio grande do norte,apodi,2015-06-01
159.0,VAC0616215_1.txt,0.0,,,
160.0,VAC0940241_1.txt,0.0,minas gerais,manhuaçu,2015-06-11
161.0,VAC0716960_1.txt,1.0,,,
162.0,VAC0973766_1.txt,1.0,,,
163.0,VAC0895652_1.txt,0.0,,,2015-02-20
164.0,VAC0929785_1.txt,0.0,pernambuco,,2015-05-08
165.0,VAC0922727_1.txt,0.0,minas gerais,belo horizonte,
166.0,VAC0928885_1.txt,0.0,,,2015-05-07
167.0,VAC0721106_2.txt,0.0,rio grande do norte,santa cruz,2012-04-07
168.0,VAC0923096_1.txt,1.0,goiás,goiânia,
169.0,VAC0623030_1.txt,1.0,goiás,,
170.0,VAC0963927_1.txt,0.0,,,
171.0,VAC0703286_2.txt,0.0,são paulo,araçatuba,2014-10-17
172.0,VAC0842576_1.txt,0.0,,,2016-04-14
173.0,VAC0689992_1.txt,0.0,paraná,terra boa,2015-01-19
174.0,VAC0847428_1.txt,0.0,rio de janeiro,,
175.0,VAC1018594_1.txt,0.0,acre,,2016-07-01
176.0,VAC0888428_2.txt,1.0,,,2017-02-24
177.0,VAC0843388_1.txt,0.0,,,
178.0,VAC0675068_1.txt,0.0,,,
179.0,VAC0676656_1.txt,0.0,,,2016-03-10
180.0,VAC0678340_1.txt,1.0,paraná,maringá,
181.0,VAC0999896_1.txt,0.0,,,
182.0,VAC0961767_1.txt,1.0,,,2017-07-19
183.0,VAC0984028_1.txt,0.0,são paulo,são paulo,2016-05-03
184.0,VAC1034715_1.txt,1.0,são paulo,são paulo,2016-08-01
185.0,VAC0915168_1.txt,0.0,rio de janeiro,,
186.0,VAC0380250_1.txt,0.0,são paulo,jundiaí,2012-11-21
187.0,VAC0714109_1.txt,0.0,,,2010-11-25
188.0,VAC0957845_1.txt,0.0,paraná,curitiba,2015-11-18
189.0,VAC0871928_1.txt,1.0,paraná,curitiba,2014-11-21
190.0,VAC0899067_1.txt,0.0,,,2016-01-25
191.0,VAC0914599_1.txt,0.0,,,
192.0,VAC0971192_1.txt,0.0,,,2016-02-26
193.0,VAC0888170_1.txt,0.0,mato grosso do sul,,2010-11-25
194.0,VAC0360497_1.txt,0.0,,,
195.0,VAC0954412_1.txt,0.0,são paulo,são caetano do sul,2015-07-08
196.0,VAC0912813_1.txt,0.0,são paulo,fernandópolis,2015-04-01
197.0,VAC0957669_1.txt,0.0,são paulo,miguelópolis,2016-06-08
198.0,VAC0727035_1.txt,0.0,paraná,maringá,
199.0,VAC0918975_1.txt,0.0,,,
200.0,VAC1012097_1.txt,0.0,,,
201.0,VAC0686515_1.txt,0.0,,,
202.0,VAC0988890_1.txt,0.0,rio de janeiro,,2016-04-14
203.0,VAC0595900_1.txt,1.0,,,2011-05-05
204.0,VAC0905710_1.txt,0.0,paraná,curitiba,
205.0,VAC0834306_1.txt,0.0,,,
206.0,VAC1030928_1.txt,0.0,são paulo,araraquara,2016-09-30
207.0,VAC1010907_1.txt,0.0,,,
208.0,VAC0940246_1.txt,0.0,paraná,cianorte,2015-06-23
209.0,VAC0989954_1.txt,0.0,,,2017-04-05
210.0,VAC0965567_1.txt,0.0,,,2016-03-16
211.0,VAC0582283_1.txt,0.0,,,2015-01-22
212.0,VAC0958822_1.txt,1.0,são paulo,botucatu,2016-01-25
213.0,VAC0956695_1.txt,1.0,são paulo,votorantim,2015-09-29
214.0,VAC0887462_1.txt,0.0,,,
215.0,VAC0797779_1.txt,1.0,,,2014-11-20
216.0,VAC0735705_1.txt,0.0,são paulo,ribeirão preto,2014-11-13
217.0,VAC0167463_1.txt,1.0,espírito santo,,
218.0,VAC0460009_1.txt,1.0,paraná,,
219.0,VAC0979873_1.txt,0.0,são paulo,guará,2015-10-12
220.0,VAC0720973_1.txt,0.0,,,2014-02-17
221.0,VAC0675734_1.txt,1.0,,,2015-07-29
222.0,VAC0971709_1.txt,0.0,são paulo,são paulo,2015-09-21
223.0,VAC0751252_1.txt,0.0,paraná,cascavel,
224.0,VAC0867391_1.txt,0.0,são paulo,jaboticabal,2016-02-29
225.0,VAC0935126_1.txt,0.0,são paulo,são josé do rio preto,2015-05-22
226.0,VAC0874016_1.txt,0.0,paraná,londrina,2015-07-14
227.0,VAC0970302_1.txt,0.0,paraná,maringá,
228.0,VAC0612333_1.txt,0.0,são paulo,,2014-06-02
229.0,VAC0945952_1.txt,0.0,mato grosso do sul,nova andradina,2016-02-01
230.0,VAC0889723_1.txt,0.0,são paulo,cotia,2015-03-12
231.0,VAC0999835_1.txt,1.0,,,2016-08-16
232.0,VAC1070261_1.txt,0.0,,,2017-04-24
233.0,VAC0874894_1.txt,0.0,,,2015-05-18
234.0,VAC0493123_1.txt,0.0,santa catarina,correia pinto,2013-05-14
235.0,VAC0755581_1.txt,1.0,,,
236.0,VAC0722537_1.txt,0.0,,,2013-08-15
237.0,VAC0860217_1.txt,0.0,,,2015-09-30
238.0,VAC0942080_1.txt,0.0,santa catarina,caçador,2016-12-12
239.0,VAC0883782_1.txt,0.0,são paulo,porto feliz,2014-12-10
240.0,VAC0357776_1.txt,0.0,,,
241.0,VAC0972942_1.txt,1.0,,,
242.0,VAC0722541_1.txt,0.0,,,
243.0,VAC0791992_1.txt,1.0,são paulo,itatiba,2013-12-18
244.0,VAC0886742_1.txt,0.0,são paulo,são paulo,2015-02-25
245.0,VAC0544855_1.txt,0.0,,,2016-01-19
246.0,VAC0918690_1.txt,0.0,,,
247.0,VAC0511288_1.txt,1.0,são paulo,guarulhos,2016-02-23
248.0,VAC0765843_1.txt,0.0,,,2015-01-29
249.0,VAC1011283_1.txt,0.0,,,
250.0,VAC0633748_1.txt,0.0,minas gerais,ipatinga,2015-11-06
251.0,VAC1040187_1.txt,0.0,,,
252.0,VAC0906913_1.txt,1.0,mato grosso do sul,dourados,2015-03-25
253.0,VAC0588924_1.txt,0.0,,,2016-09-21
254.0,VAC0969353_1.txt,1.0,,,2016-04-26
255.0,VAC0574887_1.txt,0.0,,,
256.0,VAC0959087_1.txt,1.0,são paulo,são paulo,2014-09-10
257.0,VAC0888770_1.txt,0.0,bahia,,
258.0,VAC0956335_1.txt,0.0,amapá,santana,
259.0,VAC0990942_1.txt,0.0,,,2015-12-10
260.0,VAC0927951_1.txt,0.0,,,2015-06-23
261.0,VAC0943470_1.txt,1.0,paraná,londrina,2015-07-23
262.0,VAC0888548_1.txt,0.0,,,2015-04-02
263.0,VAC1033320_1.txt,0.0,minas gerais,belo horizonte,2017-01-24
264.0,VAC0922038_1.txt,1.0,maranhão,,2015-01-07
265.0,VAC1020546_2.txt,0.0,paraná,londrina,2016-12-06
266.0,VAC1006505_1.txt,1.0,tocantins,,
267.0,VAC0621593_1.txt,0.0,paraná,londrina,2015-01-16
268.0,VAC0879618_1.txt,0.0,,,2014-09-25
269.0,VAC0910037_1.txt,0.0,distrito federal,,2015-02-12
270.0,VAC0621519_1.txt,0.0,,,2014-11-05
271.0,VAC0855703_1.txt,0.0,mato grosso do sul,campo grande,2016-10-25
272.0,VAC0773650_1.txt,0.0,,,
273.0,VAC0989071_1.txt,0.0,,,2015-11-20
274.0,VAC0907093_1.txt,0.0,são paulo,araraquara,2015-07-24
275.0,VAC0441903_1.txt,1.0,paraná,curitiba,2013-11-06
276.0,VAC0699420_1.txt,1.0,rio de janeiro,,
277.0,VAC0917893_1.txt,0.0,,,2015-11-11
278.0,VAC1002685_1.txt,0.0,goiás,goianésia,2016-08-08
279.0,VAC0820041_1.txt,1.0,rio de janeiro,vassouras,
280.0,VAC0296776_1.txt,0.0,goiás,goiânia,
281.0,VAC0825962_1.txt,1.0,,,2013-12-12
282.0,VAC0867209_1.txt,0.0,minas gerais,,2014-09-30
283.0,VAC0626767_1.txt,1.0,,,2013-12-16
284.0,VAC0729393_1.txt,0.0,,,
285.0,VAC0969689_1.txt,1.0,,,
286.0,VAC1071080_1.txt,0.0,,,
287.0,VAC1000220_2.txt,1.0,paraná,curitiba,
288.0,VAC1020725_1.txt,0.0,acre,,2016-06-02
289.0,VAC0966811_1.txt,1.0,,,2015-07-20
290.0,VAC0887257_1.txt,1.0,paraná,união da vitória,
291.0,VAC0925757_1.txt,0.0,são paulo,bauru,2015-05-14
292.0,VAC1015254_1.txt,0.0,minas gerais,belo horizonte,
293.0,VAC0921223_1.txt,0.0,,,2015-03-26
294.0,VAC0733899_1.txt,0.0,,,2016-01-25
295.0,VAC0900704_1.txt,0.0,minas gerais,manhuaçu,2015-02-11
296.0,VAC0916614_1.txt,0.0,são paulo,lençóis paulista,2015-02-06
297.0,VAC0942420_1.txt,1.0,santa catarina,brusque,2015-08-10
298.0,VAC0933119_1.txt,0.0,são paulo,jales,2015-03-25
299.0,VAC0972977_1.txt,0.0,,,2015-10-19
300.0,VAC0910307_1.txt,0.0,santa catarina,,2015-03-19
301.0,VAC0884802_1.txt,0.0,,,
302.0,VAC0929581_1.txt,0.0,,,2015-07-06
303.0,VAC0948106_1.txt,0.0,bahia,,2016-04-19
304.0,VAC0920558_1.txt,0.0,,,
305.0,VAC0425146_2.txt,0.0,,,2012-08-13
306.0,VAC0390057_1.txt,1.0,ceará,fortaleza,2016-09-01
307.0,VAC0609723_1.txt,0.0,,,
308.0,VAC1050553_1.txt,1.0,mato grosso do sul,dourados,2016-11-22
309.0,VAC1048548_1.txt,1.0,são paulo,itaí,2016-12-09
310.0,VAC0849621_1.txt,0.0,,,
311.0,VAC0527065_1.txt,0.0,,,2014-10-06
312.0,VAC1067110_1.txt,1.0,,,
313.0,VAC0887434_1.txt,0.0,,,2015-03-16
314.0,VAC0412645_1.txt,0.0,,,
315.0,VAC1010856_1.txt,0.0,,,2016-11-30
316.0,VAC0931898_2.txt,0.0,são paulo,são sebastião,2015-08-13
317.0,VAC0422616_1.txt,0.0,,,2014-06-03
318.0,VAC0495645_1.txt,0.0,bahia,salvador,2014-12-04
319.0,VAC0892519_1.txt,0.0,paraná,prudentópolis,2015-03-31
320.0,VAC0653395_1.txt,0.0,,,2016-08-29
321.0,VAC1003728_1.txt,0.0,mato grosso do sul,campo grande,2016-04-18
322.0,VAC0970446_1.txt,0.0,,,2015-11-13
323.0,VAC0674063_1.txt,0.0,,,2014-06-24
324.0,VAC0751874_1.txt,0.0,paraná,cornélio procópio,2014-08-25
325.0,VAC0951519_1.txt,1.0,,,2017-01-23
326.0,VAC0915850_1.txt,0.0,bahia,,
327.0,VAC0936231_1.txt,0.0,são paulo,,2015-07-28
328.0,VAC0279536_1.txt,1.0,paraná,,2015-07-16
329.0,VAC0503480_1.txt,0.0,são paulo,jundiaí,2015-03-27
330.0,VAC0845280_1.txt,1.0,são paulo,,2014-12-15
331.0,VAC0808719_1.txt,0.0,,,2015-08-04
332.0,VAC1009683_1.txt,0.0,são paulo,itápolis,2016-06-28
333.0,VAC0919953_1.txt,1.0,,,2015-06-26
334.0,VAC1016730_1.txt,1.0,,,2016-05-04
335.0,VAC0844687_1.txt,0.0,,,
336.0,VAC1018529_1.txt,1.0,rio grande do norte,,2017-03-30
337.0,VAC0908696_1.txt,1.0,são paulo,borborema,2016-11-29
338.0,VAC1014221_1.txt,0.0,são paulo,são paulo,2016-07-01
339.0,VAC0899326_1.txt,1.0,,,2014-12-16
340.0,VAC0958048_2.txt,0.0,mato grosso do sul,amambaí,
341.0,VAC0851394_1.txt,0.0,minas gerais,belo horizonte,2015-05-07
,,,,,
343.0,VAC0935728_1.txt,0.0,paraná,maringá,
344.0,VAC0500288_1.txt,1.0,,,
345.0,VAC0971308_1.txt,1.0,rio de janeiro,,
346.0,VAC0955939_1.txt,1.0,,,2015-11-18
347.0,VAC1050836_1.txt,0.0,paraná,curitiba,2017-01-19
348.0,VAC1062929_1.txt,0.0,,,
349.0,VAC0883298_1.txt,0.0,são paulo,são paulo,2015-03-16
350.0,VAC1079893_1.txt,0.0,paraíba,campina grande,
351.0,VAC0863893_1.txt,1.0,,,2015-03-31
352.0,VAC0288959_1.txt,0.0,,,
353.0,VAC0303121_1.txt,0.0,,,
354.0,VAC0962803_1.txt,1.0,espírito santo,colatina,2015-08-20
355.0,VAC0582990_1.txt,0.0,são paulo,,2014-07-04
356.0,VAC0607337_1.txt,1.0,são paulo,ourinhos,2014-11-04
357.0,VAC0610205_1.txt,0.0,paraná,cascavel,2010-03-02
358.0,VAC1069658_1.txt,0.0,minas gerais,belo horizonte,2017-03-13
359.0,VAC0403332_1.txt,0.0,espírito santo,,2013-10-04
360.0,VAC0589645_1.txt,1.0,,,2014-11-05
361.0,VAC0770766_2.txt,0.0,,,
362.0,VAC0975456_1.txt,0.0,mato grosso do sul,eldorado,2016-07-28
363.0,VAC1016370_1.txt,0.0,paraná,londrina,
364.0,VAC0811989_1.txt,0.0,mato grosso,,
365.0,VAC0469196_1.txt,0.0,amazonas,manaus,2015-07-02
366.0,VAC0808470_1.txt,0.0,são paulo,osasco,2015-09-04
367.0,VAC0660075_1.txt,0.0,ceará,fortaleza,2015-07-14
368.0,VAC0928102_1.txt,1.0,espírito santo,,2015-03-18
369.0,VAC1012671_1.txt,1.0,,,
370.0,VAC0895921_1.txt,0.0,minas gerais,,
371.0,VAC0785360_1.txt,0.0,são paulo,bauru,2014-01-27
372.0,VAC0970826_1.txt,0.0,rio de janeiro,,
373.0,VAC0865804_1.txt,0.0,santa catarina,urussanga,2015-06-25
374.0,VAC0851713_1.txt,0.0,rio grande do norte,,2014-12-07
375.0,VAC0964653_1.txt,1.0,são paulo,jacareí,2015-08-12
376.0,VAC0539867_2.txt,1.0,paraná,ivaiporã,2015-06-26
377.0,VAC0786785_1.txt,1.0,,,2015-08-17
378.0,VAC0880851_1.txt,0.0,,,2015-12-09
379.0,VAC0921925_1.txt,0.0,são paulo,campinas,2015-03-23
380.0,VAC0710058_1.txt,1.0,paraíba,,
381.0,VAC0414486_1.txt,0.0,são paulo,ourinhos,2014-11-04
382.0,VAC0749777_1.txt,0.0,paraná,salto do lontra,
383.0,VAC0350364_1.txt,0.0,paraná,pato branco,2011-11-08
384.0,VAC0537263_1.txt,1.0,,,2014-04-24
385.0,VAC1011004_2.txt,0.0,paraíba,sousa,
386.0,VAC0924903_1.txt,0.0,bahia,,2015-09-11
387.0,VAC1088804_1.txt,1.0,são paulo,são paulo,2017-04-12
388.0,VAC0869573_1.txt,1.0,,,2015-03-20
389.0,VAC0931216_1.txt,0.0,,,2016-08-15
390.0,VAC0975620_1.txt,0.0,,,
391.0,VAC0960625_1.txt,1.0,são paulo,cotia,2015-12-16
392.0,VAC0885016_1.txt,0.0,,,2015-04-28
393.0,VAC0995287_1.txt,1.0,mato grosso do sul,,2017-06-26
394.0,VAC0978236_1.txt,0.0,,,
395.0,VAC0922029_1.txt,1.0,maranhão,,2015-01-07
396.0,VAC1024321_1.txt,0.0,,,
397.0,VAC0974428_1.txt,0.0,acre,,2015-09-23
398.0,VAC1012723_1.txt,1.0,são paulo,araraquara,2016-05-19
399.0,VAC0780719_1.txt,0.0,,,
400.0,VAC1005068_1.txt,0.0,santa catarina,trombudo central,2016-04-18
401.0,VAC0755085_1.txt,0.0,são paulo,são paulo,
402.0,VAC0485175_1.txt,1.0,,,2015-11-03
403.0,VAC0674663_1.txt,0.0,,,2014-12-09
404.0,VAC0872822_1.txt,1.0,,,2015-05-13
405.0,VAC0963528_1.txt,1.0,paraná,chopinzinho,2015-09-04
406.0,VAC1045716_1.txt,0.0,paraná,londrina,
407.0,VAC0916004_1.txt,0.0,,,2015-01-08
408.0,VAC0724690_1.txt,1.0,paraná,assis chateaubriand,2014-01-20
409.0,VAC0876303_1.txt,1.0,paraná,ivaiporã,2014-10-30
410.0,VAC0686102_1.txt,0.0,,,2015-05-29
411.0,VAC0946139_1.txt,0.0,paraná,cascavel,2015-11-09
412.0,VAC0782964_1.txt,1.0,rio de janeiro,magé,
413.0,VAC0642875_1.txt,1.0,,,
414.0,VAC0589861_1.txt,1.0,,,
415.0,VAC0853251_1.txt,0.0,,,
416.0,VAC1024983_1.txt,0.0,sergipe,,2016-08-16
417.0,VAC0979458_1.txt,0.0,paraná,londrina,2013-02-28
418.0,VAC0900776_1.txt,1.0,bahia,,2015-11-26
419.0,VAC0925012_1.txt,0.0,,,
420.0,VAC0896635_1.txt,1.0,são paulo,botucatu,2007-12-06
421.0,VAC0430814_1.txt,0.0,bahia,,2015-09-30
422.0,VAC1007274_1.txt,1.0,são paulo,são paulo,2016-03-31
423.0,VAC0856503_1.txt,1.0,,,
424.0,VAC0538666_1.txt,1.0,são paulo,ourinhos,2014-08-11
425.0,VAC0921762_1.txt,0.0,,,
426.0,VAC0974352_1.txt,0.0,paraná,cerro azul,2015-10-30
427.0,VAC0975956_1.txt,1.0,rio de janeiro,,
428.0,VAC0899059_1.txt,1.0,são paulo,são paulo,2015-10-29
429.0,VAC1097832_1.txt,0.0,,,2017-07-18
430.0,VAC1002657_1.txt,1.0,rio de janeiro,,
431.0,VAC0979229_1.txt,1.0,,,
432.0,VAC0798471_1.txt,0.0,santa catarina,são josé,2015-06-02
433.0,VAC0670587_1.txt,1.0,,,
434.0,VAC0997431_1.txt,0.0,bahia,,2015-03-16
435.0,VAC0954644_1.txt,1.0,paraná,guarapuava,2015-07-24
436.0,VAC1033083_1.txt,1.0,são paulo,barueri,2016-10-20
437.0,VAC0558922_1.txt,0.0,paraná,curitiba,2015-05-24
438.0,VAC0682592_1.txt,0.0,paraná,maringá,
439.0,VAC0901895_1.txt,0.0,,,2015-01-29
440.0,VAC0710203_1.txt,1.0,,,2015-04-13
441.0,VAC0464822_1.txt,1.0,,,2014-12-15
442.0,VAC0719753_1.txt,0.0,,,
443.0,VAC0986409_1.txt,1.0,são paulo,osasco,2016-07-11
444.0,VAC0924589_1.txt,0.0,rio de janeiro,,
