id,File,Class,UF,Comarca,Date
110.0,VAC0818116_1.txt,1.0,são paulo,itápolis,2014-06-24
111.0,VAC0828040_1.txt,1.0,são paulo,barueri,2014-09-02
112.0,VAC0890509_1.txt,0.0,são paulo,presidente prudente,2014-10-08
117.0,VAC0859633_1.txt,0.0,maranhão,são joão dos patos,2014-06-30
120.0,VAC0946424_1.txt,1.0,paraná,londrina,2015-07-02
122.0,VAC0999396_1.txt,0.0,alagoas,,2016-01-27
123.0,VAC0931840_1.txt,0.0,são paulo,são josé do rio pardo,2015-03-30
124.0,VAC0691989_1.txt,1.0,são paulo,cruzeiro,2013-11-06
126.0,VAC0933046_1.txt,0.0,paraná,curitiba,2015-11-24
129.0,VAC0886065_1.txt,0.0,são paulo,ribeirão preto,2015-01-27
131.0,VAC0911177_1.txt,0.0,paraná,toledo,2015-06-24
138.0,VAC0911737_1.txt,0.0,bahia,salvador,2015-03-04
139.0,VAC1000807_1.txt,0.0,paraná,londrina,2016-02-22
140.0,VAC0673308_1.txt,0.0,são paulo,são josé do rio preto,2016-05-20
141.0,VAC1088398_1.txt,1.0,rio grande do sul,porto alegre,2017-04-17
145.0,VAC0600599_1.txt,0.0,paraná,francisco beltrão,2014-09-23
146.0,VAC0690583_1.txt,0.0,espírito santo,,2011-09-02
148.0,VAC0669935_1.txt,0.0,paraná,barracão,2010-10-29
151.0,VAC0715179_1.txt,0.0,paraná,telêmaco borba,2015-07-15
152.0,VAC0911385_1.txt,0.0,são paulo,,2015-06-18
154.0,VAC1057950_1.txt,0.0,minas gerais,belo horizonte,2017-01-23
155.0,VAC0800447_1.txt,0.0,santa catarina,joinville,2014-09-19
157.0,VAC0998434_1.txt,0.0,são paulo,ribeirão preto,2016-03-01
158.0,VAC0845387_1.txt,0.0,rio grande do norte,apodi,2015-06-01
160.0,VAC0940241_1.txt,0.0,minas gerais,manhuaçu,2015-06-11
164.0,VAC0929785_1.txt,0.0,pernambuco,,2015-05-08
167.0,VAC0721106_2.txt,0.0,rio grande do norte,santa cruz,2012-04-07
171.0,VAC0703286_2.txt,0.0,são paulo,araçatuba,2014-10-17
173.0,VAC0689992_1.txt,0.0,paraná,terra boa,2015-01-19
175.0,VAC1018594_1.txt,0.0,acre,,2016-07-01
183.0,VAC0984028_1.txt,0.0,são paulo,são paulo,2016-05-03
184.0,VAC1034715_1.txt,1.0,são paulo,são paulo,2016-08-01
186.0,VAC0380250_1.txt,0.0,são paulo,jundiaí,2012-11-21
188.0,VAC0957845_1.txt,0.0,paraná,curitiba,2015-11-18
189.0,VAC0871928_1.txt,1.0,paraná,curitiba,2014-11-21
193.0,VAC0888170_1.txt,0.0,mato grosso do sul,,2010-11-25
195.0,VAC0954412_1.txt,0.0,são paulo,são caetano do sul,2015-07-08
196.0,VAC0912813_1.txt,0.0,são paulo,fernandópolis,2015-04-01
197.0,VAC0957669_1.txt,0.0,são paulo,miguelópolis,2016-06-08
202.0,VAC0988890_1.txt,0.0,rio de janeiro,,2016-04-14
206.0,VAC1030928_1.txt,0.0,são paulo,araraquara,2016-09-30
208.0,VAC0940246_1.txt,0.0,paraná,cianorte,2015-06-23
212.0,VAC0958822_1.txt,1.0,são paulo,botucatu,2016-01-25
213.0,VAC0956695_1.txt,1.0,são paulo,votorantim,2015-09-29
216.0,VAC0735705_1.txt,0.0,são paulo,ribeirão preto,2014-11-13
219.0,VAC0979873_1.txt,0.0,são paulo,guará,2015-10-12
222.0,VAC0971709_1.txt,0.0,são paulo,são paulo,2015-09-21
224.0,VAC0867391_1.txt,0.0,são paulo,jaboticabal,2016-02-29
225.0,VAC0935126_1.txt,0.0,são paulo,são josé do rio preto,2015-05-22
226.0,VAC0874016_1.txt,0.0,paraná,londrina,2015-07-14
228.0,VAC0612333_1.txt,0.0,são paulo,,2014-06-02
229.0,VAC0945952_1.txt,0.0,mato grosso do sul,nova andradina,2016-02-01
230.0,VAC0889723_1.txt,0.0,são paulo,cotia,2015-03-12
234.0,VAC0493123_1.txt,0.0,santa catarina,correia pinto,2013-05-14
238.0,VAC0942080_1.txt,0.0,santa catarina,caçador,2016-12-12
239.0,VAC0883782_1.txt,0.0,são paulo,porto feliz,2014-12-10
243.0,VAC0791992_1.txt,1.0,são paulo,itatiba,2013-12-18
244.0,VAC0886742_1.txt,0.0,são paulo,são paulo,2015-02-25
247.0,VAC0511288_1.txt,1.0,são paulo,guarulhos,2016-02-23
250.0,VAC0633748_1.txt,0.0,minas gerais,ipatinga,2015-11-06
252.0,VAC0906913_1.txt,1.0,mato grosso do sul,dourados,2015-03-25
256.0,VAC0959087_1.txt,1.0,são paulo,são paulo,2014-09-10
261.0,VAC0943470_1.txt,1.0,paraná,londrina,2015-07-23
263.0,VAC1033320_1.txt,0.0,minas gerais,belo horizonte,2017-01-24
264.0,VAC0922038_1.txt,1.0,maranhão,,2015-01-07
265.0,VAC1020546_2.txt,0.0,paraná,londrina,2016-12-06
267.0,VAC0621593_1.txt,0.0,paraná,londrina,2015-01-16
269.0,VAC0910037_1.txt,0.0,distrito federal,,2015-02-12
271.0,VAC0855703_1.txt,0.0,mato grosso do sul,campo grande,2016-10-25
274.0,VAC0907093_1.txt,0.0,são paulo,araraquara,2015-07-24
275.0,VAC0441903_1.txt,1.0,paraná,curitiba,2013-11-06
278.0,VAC1002685_1.txt,0.0,goiás,goianésia,2016-08-08
282.0,VAC0867209_1.txt,0.0,minas gerais,,2014-09-30
288.0,VAC1020725_1.txt,0.0,acre,,2016-06-02
291.0,VAC0925757_1.txt,0.0,são paulo,bauru,2015-05-14
295.0,VAC0900704_1.txt,0.0,minas gerais,manhuaçu,2015-02-11
296.0,VAC0916614_1.txt,0.0,são paulo,lençóis paulista,2015-02-06
297.0,VAC0942420_1.txt,1.0,santa catarina,brusque,2015-08-10
298.0,VAC0933119_1.txt,0.0,são paulo,jales,2015-03-25
300.0,VAC0910307_1.txt,0.0,santa catarina,,2015-03-19
303.0,VAC0948106_1.txt,0.0,bahia,,2016-04-19
306.0,VAC0390057_1.txt,1.0,ceará,fortaleza,2016-09-01
308.0,VAC1050553_1.txt,1.0,mato grosso do sul,dourados,2016-11-22
309.0,VAC1048548_1.txt,1.0,são paulo,itaí,2016-12-09
316.0,VAC0931898_2.txt,0.0,são paulo,são sebastião,2015-08-13
318.0,VAC0495645_1.txt,0.0,bahia,salvador,2014-12-04
319.0,VAC0892519_1.txt,0.0,paraná,prudentópolis,2015-03-31
321.0,VAC1003728_1.txt,0.0,mato grosso do sul,campo grande,2016-04-18
324.0,VAC0751874_1.txt,0.0,paraná,cornélio procópio,2014-08-25
327.0,VAC0936231_1.txt,0.0,são paulo,,2015-07-28
328.0,VAC0279536_1.txt,1.0,paraná,,2015-07-16
329.0,VAC0503480_1.txt,0.0,são paulo,jundiaí,2015-03-27
330.0,VAC0845280_1.txt,1.0,são paulo,,2014-12-15
332.0,VAC1009683_1.txt,0.0,são paulo,itápolis,2016-06-28
336.0,VAC1018529_1.txt,1.0,rio grande do norte,,2017-03-30
337.0,VAC0908696_1.txt,1.0,são paulo,borborema,2016-11-29
338.0,VAC1014221_1.txt,0.0,são paulo,são paulo,2016-07-01
341.0,VAC0851394_1.txt,0.0,minas gerais,belo horizonte,2015-05-07
347.0,VAC1050836_1.txt,0.0,paraná,curitiba,2017-01-19
349.0,VAC0883298_1.txt,0.0,são paulo,são paulo,2015-03-16
354.0,VAC0962803_1.txt,1.0,espírito santo,colatina,2015-08-20
355.0,VAC0582990_1.txt,0.0,são paulo,,2014-07-04
356.0,VAC0607337_1.txt,1.0,são paulo,ourinhos,2014-11-04
357.0,VAC0610205_1.txt,0.0,paraná,cascavel,2010-03-02
358.0,VAC1069658_1.txt,0.0,minas gerais,belo horizonte,2017-03-13
359.0,VAC0403332_1.txt,0.0,espírito santo,,2013-10-04
362.0,VAC0975456_1.txt,0.0,mato grosso do sul,eldorado,2016-07-28
365.0,VAC0469196_1.txt,0.0,amazonas,manaus,2015-07-02
366.0,VAC0808470_1.txt,0.0,são paulo,osasco,2015-09-04
367.0,VAC0660075_1.txt,0.0,ceará,fortaleza,2015-07-14
368.0,VAC0928102_1.txt,1.0,espírito santo,,2015-03-18
371.0,VAC0785360_1.txt,0.0,são paulo,bauru,2014-01-27
373.0,VAC0865804_1.txt,0.0,santa catarina,urussanga,2015-06-25
374.0,VAC0851713_1.txt,0.0,rio grande do norte,,2014-12-07
375.0,VAC0964653_1.txt,1.0,são paulo,jacareí,2015-08-12
376.0,VAC0539867_2.txt,1.0,paraná,ivaiporã,2015-06-26
379.0,VAC0921925_1.txt,0.0,são paulo,campinas,2015-03-23
381.0,VAC0414486_1.txt,0.0,são paulo,ourinhos,2014-11-04
383.0,VAC0350364_1.txt,0.0,paraná,pato branco,2011-11-08
386.0,VAC0924903_1.txt,0.0,bahia,,2015-09-11
387.0,VAC1088804_1.txt,1.0,são paulo,são paulo,2017-04-12
391.0,VAC0960625_1.txt,1.0,são paulo,cotia,2015-12-16
393.0,VAC0995287_1.txt,1.0,mato grosso do sul,,2017-06-26
395.0,VAC0922029_1.txt,1.0,maranhão,,2015-01-07
397.0,VAC0974428_1.txt,0.0,acre,,2015-09-23
398.0,VAC1012723_1.txt,1.0,são paulo,araraquara,2016-05-19
400.0,VAC1005068_1.txt,0.0,santa catarina,trombudo central,2016-04-18
405.0,VAC0963528_1.txt,1.0,paraná,chopinzinho,2015-09-04
408.0,VAC0724690_1.txt,1.0,paraná,assis chateaubriand,2014-01-20
409.0,VAC0876303_1.txt,1.0,paraná,ivaiporã,2014-10-30
411.0,VAC0946139_1.txt,0.0,paraná,cascavel,2015-11-09
416.0,VAC1024983_1.txt,0.0,sergipe,,2016-08-16
417.0,VAC0979458_1.txt,0.0,paraná,londrina,2013-02-28
418.0,VAC0900776_1.txt,1.0,bahia,,2015-11-26
420.0,VAC0896635_1.txt,1.0,são paulo,botucatu,2007-12-06
421.0,VAC0430814_1.txt,0.0,bahia,,2015-09-30
422.0,VAC1007274_1.txt,1.0,são paulo,são paulo,2016-03-31
424.0,VAC0538666_1.txt,1.0,são paulo,ourinhos,2014-08-11
426.0,VAC0974352_1.txt,0.0,paraná,cerro azul,2015-10-30
428.0,VAC0899059_1.txt,1.0,são paulo,são paulo,2015-10-29
432.0,VAC0798471_1.txt,0.0,santa catarina,são josé,2015-06-02
434.0,VAC0997431_1.txt,0.0,bahia,,2015-03-16
435.0,VAC0954644_1.txt,1.0,paraná,guarapuava,2015-07-24
436.0,VAC1033083_1.txt,1.0,são paulo,barueri,2016-10-20
437.0,VAC0558922_1.txt,0.0,paraná,curitiba,2015-05-24
443.0,VAC0986409_1.txt,1.0,são paulo,osasco,2016-07-11
445.0,VAC0697207_1.txt,1.0,santa catarina,blumenau,2015-09-28
448.0,VAC0883078_1.txt,0.0,bahia,jacobina,2015-04-15
451.0,VAC0894901_1.txt,0.0,rio grande do norte,,2015-04-14
453.0,VAC0424854_1.txt,0.0,paraná,telêmaco borba,2013-02-15
454.0,VAC0816071_1.txt,1.0,são paulo,diadema,2015-08-03
456.0,VAC0966401_1.txt,1.0,são paulo,praia grande,2015-10-09
459.0,VAC0754726_1.txt,1.0,goiás,iporá,2015-03-19
460.0,VAC0877762_1.txt,1.0,são paulo,ribeirão preto,2015-05-04
462.0,VAC0908938_1.txt,1.0,são paulo,presidente epitácio,2017-02-07
464.0,VAC0964483_1.txt,1.0,minas gerais,muriaé,2016-07-04
465.0,VAC0748029_1.txt,0.0,santa catarina,joinville,2015-01-16
467.0,VAC1067202_1.txt,1.0,bahia,,2017-04-05
469.0,VAC0963319_1.txt,0.0,paraná,guaratuba,2015-09-18
471.0,VAC0816715_1.txt,1.0,são paulo,nuporanga,2014-07-23
474.0,VAC0988874_1.txt,0.0,paraná,telêmaco borba,2016-02-05
475.0,VAC1020473_1.txt,0.0,minas gerais,,2016-06-08
476.0,VAC0999155_2.txt,0.0,paraná,marmeleiro,2016-05-29
482.0,VAC0932491_1.txt,0.0,piauí,,2015-04-13
485.0,VAC0941209_1.txt,0.0,são paulo,,2017-03-14
487.0,VAC0529619_1.txt,0.0,paraná,maringá,2011-02-07
488.0,VAC0978821_2.txt,0.0,são paulo,bauru,2015-10-21
489.0,VAC0766150_1.txt,0.0,pernambuco,,2015-11-11
490.0,VAC0176917_1.txt,0.0,ceará,fortaleza,2015-05-11
491.0,VAC0811982_1.txt,0.0,mato grosso do sul,,2014-07-16
494.0,VAC1020373_1.txt,1.0,mato grosso do sul,,2016-07-14
496.0,VAC1019857_1.txt,0.0,são paulo,são paulo,2016-04-25
497.0,VAC0886835_1.txt,0.0,são paulo,pedreira,2014-12-03
499.0,VAC0996996_1.txt,1.0,piauí,são joão do piauí,2016-03-21
500.0,VAC0917961_1.txt,0.0,são paulo,são josé do rio pardo,2016-04-27
504.0,VAC0654066_1.txt,0.0,santa catarina,sombrio,2016-03-15
507.0,VAC0919082_1.txt,0.0,paraná,guarapuava,2015-04-06
509.0,VAC0833830_1.txt,0.0,paraná,palmas,2015-06-25
510.0,VAC0909282_1.txt,0.0,goiás,,2016-06-07
511.0,VAC0848925_2.txt,0.0,são paulo,franca,2014-06-30
515.0,VAC0955439_1.txt,1.0,minas gerais,belo horizonte,2016-02-17
516.0,VAC0963471_1.txt,0.0,mato grosso do sul,aparecida do taboado,2015-09-14
517.0,VAC0992790_1.txt,0.0,são paulo,bauru,2016-02-02
518.0,VAC0893635_1.txt,1.0,santa catarina,modelo,2014-12-03
519.0,VAC1002256_1.txt,1.0,paraná,londrina,2016-08-15
522.0,VAC1010861_1.txt,0.0,paraná,foz do iguaçu,2016-04-10
523.0,VAC0703802_1.txt,1.0,são paulo,barretos,2015-01-26
524.0,VAC0916206_1.txt,0.0,minas gerais,varginha,2015-09-30
529.0,VAC0953574_1.txt,0.0,são paulo,ribeirão preto,2016-01-21
530.0,VAC0844563_1.txt,0.0,paraná,xambrê,2014-12-02
534.0,VAC1011036_1.txt,0.0,são paulo,são paulo,2016-03-18
535.0,VAC0888843_1.txt,0.0,são paulo,assis,2015-10-02
538.0,VAC0730975_1.txt,1.0,santa catarina,,2016-07-08
540.0,VAC0895956_1.txt,1.0,paraná,londrina,2015-01-29
551.0,VAC0997306_1.txt,1.0,bahia,,2016-12-13
552.0,VAC0359807_1.txt,0.0,espírito santo,,2015-09-16
553.0,VAC0742747_1.txt,0.0,amazonas,manaus,2014-01-10
560.0,VAC0930234_1.txt,1.0,são paulo,são paulo,2014-09-12
561.0,VAC0886356_1.txt,1.0,paraná,nova londrina,2015-11-01
562.0,VAC0667172_1.txt,1.0,goiás,,2017-06-28
566.0,VAC0896221_1.txt,1.0,são paulo,são paulo,2012-12-13
567.0,VAC0758402_1.txt,0.0,são paulo,lorena,2015-03-17
570.0,VAC0829737_1.txt,0.0,rio grande do norte,santa cruz,2015-06-25
572.0,VAC0863427_1.txt,1.0,são paulo,campinas,2015-08-11
575.0,VAC0621657_1.txt,0.0,ceará,fortaleza,2014-05-07
577.0,VAC0479902_1.txt,0.0,são paulo,ribeirão preto,2015-10-29
578.0,VAC1089226_1.txt,0.0,são paulo,são paulo,2017-02-13
580.0,VAC0854431_1.txt,0.0,são paulo,sorocaba,2015-02-04
582.0,VAC0636274_1.txt,0.0,paraná,maringá,2013-06-28
586.0,VAC0878198_1.txt,0.0,rio grande do norte,,2015-02-02
588.0,VAC0465313_1.txt,0.0,rio grande do sul,bento gonçalves,2014-07-15
590.0,VAC0607209_1.txt,1.0,paraná,maringá,2015-06-23
596.0,VAC0825854_1.txt,0.0,bahia,feira de santana,2015-02-10
598.0,VAC0390868_1.txt,1.0,pernambuco,recife,2008-08-12
599.0,VAC0984926_1.txt,0.0,são paulo,bauru,2015-11-13
600.0,VAC0985517_1.txt,0.0,bahia,,2016-06-22
601.0,VAC0804311_1.txt,0.0,amazonas,manaus,2014-08-29
604.0,VAC0941299_1.txt,1.0,rio grande do norte,natal,2016-12-15
607.0,VAC0671386_1.txt,1.0,são paulo,ourinhos,2014-11-25
612.0,VAC0796025_1.txt,0.0,rio grande do norte,natal,2015-02-03
616.0,VAC1078321_1.txt,0.0,são paulo,hortolândia,2016-06-07
618.0,VAC0909933_1.txt,1.0,são paulo,santa fé do sul,2015-10-29
620.0,VAC0860276_1.txt,1.0,paraná,,2014-11-19
622.0,VAC0795465_1.txt,0.0,são paulo,assis,2014-09-19
623.0,VAC0986145_1.txt,0.0,são paulo,bananal,2016-03-09
625.0,VAC0574203_1.txt,1.0,paraná,união da vitória,2013-06-08
627.0,VAC0077135_1.txt,1.0,mato grosso do sul,,2016-10-31
629.0,VAC0860040_1.txt,1.0,são paulo,marília,2015-05-11
632.0,VAC1020225_1.txt,0.0,goiás,goiânia,2016-04-27
636.0,VAC0662348_1.txt,0.0,paraná,curitiba,2015-01-20
637.0,VAC0920171_1.txt,0.0,são paulo,ribeirão preto,2014-04-08
638.0,VAC0983174_1.txt,1.0,bahia,,2015-11-24
639.0,VAC0975752_1.txt,0.0,santa catarina,lages,2014-10-24
641.0,VAC0704615_1.txt,1.0,santa catarina,camboriú,2016-07-05
646.0,VAC1008129_1.txt,0.0,bahia,salvador,2016-03-08
647.0,VAC0157690_1.txt,0.0,santa catarina,itapema,2011-04-13
653.0,VAC0905846_1.txt,1.0,são paulo,são josé do rio preto,2015-10-09
654.0,VAC0930918_1.txt,0.0,minas gerais,,2015-04-08
657.0,VAC0868187_1.txt,1.0,acre,rio branco,2015-05-07
659.0,VAC1039433_1.txt,0.0,bahia,,2016-08-31
662.0,VAC0665050_1.txt,1.0,paraná,ponta grossa,2013-02-15
664.0,VAC0589088_1.txt,0.0,paraná,londrina,2013-02-07
665.0,VAC0839781_1.txt,1.0,são paulo,amparo,2015-06-30
666.0,VAC0109253_1.txt,1.0,ceará,fortaleza,2016-02-17
672.0,VAC0751021_1.txt,0.0,santa catarina,são miguel do oeste,2015-10-14
673.0,VAC0775600_1.txt,0.0,são paulo,franca,2014-02-28
674.0,VAC0995238_1.txt,0.0,paraná,santo antônio da platina,2016-04-01
675.0,VAC0926636_1.txt,0.0,são paulo,monte aprazível,2015-04-24
678.0,VAC0888028_1.txt,0.0,paraná,londrina,2015-03-20
679.0,VAC0395183_1.txt,0.0,espírito santo,,2013-10-14
680.0,VAC0978497_1.txt,0.0,são paulo,fernandópolis,2015-10-08
681.0,VAC0794170_1.txt,1.0,são paulo,franca,2015-03-04
683.0,VAC0973314_1.txt,0.0,paraná,medianeira,2015-11-10
685.0,VAC0419659_1.txt,0.0,paraná,curitiba,2014-04-29
688.0,VAC0955758_1.txt,1.0,paraíba,joão pessoa,2015-08-31
690.0,VAC0578411_1.txt,0.0,paraíba,campina grande,2010-06-26
692.0,VAC0648661_1.txt,1.0,pará,belém,2015-01-30
693.0,VAC1017698_1.txt,0.0,são paulo,adamantina,2016-05-06
697.0,VAC0983497_1.txt,0.0,mato grosso do sul,,2008-04-30
699.0,VAC0536518_1.txt,1.0,são paulo,itatiba,2013-01-09
700.0,VAC0670472_1.txt,0.0,bahia,,2015-10-15
701.0,VAC0924652_1.txt,0.0,minas gerais,,2015-03-24
702.0,VAC1031833_1.txt,0.0,são paulo,campinas,2016-09-02
703.0,VAC1085225_1.txt,0.0,maranhão,,2016-10-06
704.0,VAC0646669_1.txt,0.0,mato grosso do sul,,2015-08-07
707.0,VAC0876676_1.txt,1.0,são paulo,mogi das cruzes,2014-11-27
709.0,VAC0956342_1.txt,0.0,paraná,guarapuava,2015-08-31
710.0,VAC0845942_1.txt,1.0,são paulo,ribeirão preto,2014-12-18
711.0,VAC0994610_1.txt,0.0,são paulo,são josé do rio preto,2016-02-19
712.0,VAC0927233_1.txt,0.0,são paulo,sertãozinho,2015-09-24
713.0,VAC0358328_1.txt,1.0,bahia,salvador,2014-12-02
714.0,VAC1004025_1.txt,0.0,minas gerais,,2016-03-02
716.0,VAC0717740_1.txt,0.0,paraná,maringá,2014-02-10
718.0,VAC0759714_1.txt,0.0,minas gerais,contagem,2015-01-29
722.0,VAC0894038_1.txt,0.0,são paulo,taquaritinga,2016-03-07
727.0,VAC0913897_1.txt,0.0,rio grande do norte,,2015-05-05
732.0,VAC0945614_1.txt,0.0,são paulo,são paulo,2016-02-03
738.0,VAC0938839_1.txt,1.0,bahia,,2015-07-17
739.0,VAC0982446_1.txt,1.0,acre,,2016-01-29
740.0,VAC0961354_1.txt,0.0,são paulo,jales,2007-01-02
741.0,VAC0171963_1.txt,0.0,sergipe,,2010-12-01
743.0,VAC0878699_1.txt,0.0,minas gerais,patos de minas,2015-04-07
744.0,VAC0930116_1.txt,0.0,são paulo,araçatuba,2015-04-27
745.0,VAC0906614_1.txt,0.0,santa catarina,,2014-12-18
749.0,VAC0619131_1.txt,1.0,são paulo,ourinhos,2014-10-30
752.0,VAC0651857_1.txt,0.0,paraná,coronel vivida,2015-04-29
760.0,VAC0390508_1.txt,0.0,santa catarina,laguna,2015-05-06
763.0,VAC0907050_1.txt,1.0,são paulo,barueri,2015-02-11
764.0,VAC0718965_1.txt,0.0,mato grosso do sul,campo grande,2015-10-23
768.0,VAC0963478_1.txt,0.0,são paulo,apiaí,2016-03-04
770.0,VAC0982869_1.txt,0.0,piauí,teresina,2016-03-31
772.0,VAC0894262_1.txt,0.0,santa catarina,jaraguá do sul,2015-03-18
774.0,VAC0656798_1.txt,0.0,paraná,catanduvas,2014-02-21
779.0,VAC0355990_1.txt,0.0,santa catarina,criciúma,2016-05-12
780.0,VAC0780321_1.txt,0.0,piauí,,2013-12-04
785.0,VAC0853945_1.txt,0.0,paraná,terra rica,2014-10-29
788.0,VAC0965167_1.txt,1.0,mato grosso do sul,campo grande,2015-10-06
789.0,VAC0800397_1.txt,1.0,santa catarina,urussanga,2015-06-22
790.0,VAC0883684_1.txt,0.0,são paulo,araraquara,2014-10-24
791.0,VAC1092582_1.txt,0.0,são paulo,são paulo,2017-01-23
792.0,VAC0791303_1.txt,0.0,são paulo,franca,2016-11-25
798.0,VAC0526697_1.txt,0.0,paraná,marechal cândido rondon,2013-04-30
800.0,VAC0681687_1.txt,0.0,santa catarina,,2015-05-14
801.0,VAC0512874_1.txt,1.0,são paulo,carapicuíba,2014-08-21
802.0,VAC0703889_1.txt,0.0,paraná,irati,2014-11-14
804.0,VAC0934863_1.txt,0.0,santa catarina,,2015-07-20
805.0,VAC0918496_1.txt,1.0,santa catarina,joinville,2017-07-31
807.0,VAC1038431_1.txt,0.0,paraná,londrina,2016-06-21
808.0,VAC0905518_1.txt,0.0,bahia,,2014-12-15
809.0,VAC0814998_1.txt,0.0,são paulo,franca,2015-03-10
812.0,VAC0939159_1.txt,1.0,bahia,,2016-02-22
814.0,VAC1068928_1.txt,0.0,são paulo,presidente prudente,2017-04-04
816.0,VAC0430108_1.txt,0.0,ceará,fortaleza,2014-12-02
817.0,VAC0247528_1.txt,0.0,ceará,fortaleza,2016-04-22
819.0,VAC0968301_1.txt,0.0,são paulo,cerquilho,2015-10-27
820.0,VAC0678573_1.txt,0.0,rio grande do norte,,2015-05-25
821.0,VAC0989499_1.txt,0.0,são paulo,barueri,2014-10-22
822.0,VAC0931658_1.txt,0.0,são paulo,ribeirão preto,2015-12-10
825.0,VAC0976701_1.txt,1.0,amazonas,manaus,2016-07-18
826.0,VAC0632090_1.txt,1.0,são paulo,são paulo,2014-11-19
829.0,VAC0934315_1.txt,1.0,pará,cametá,2015-06-01
830.0,VAC0868120_1.txt,0.0,paraná,cascavel,2014-10-03
832.0,VAC1011768_1.txt,0.0,piauí,campo maior,2016-07-20
834.0,VAC0870504_1.txt,1.0,são paulo,são paulo,2013-11-22
835.0,VAC0907800_1.txt,1.0,bahia,,2016-09-05
837.0,VAC0837666_1.txt,0.0,paraná,paranavaí,2014-05-13
841.0,VAC0985687_1.txt,0.0,minas gerais,sete lagoas,2016-06-28
